experiment,run,event
22,431,2646443
22,431,5827084
22,431,10364387
22,433,6767498
22,433,1237330
22,434,1271268
22,434,767290
22,434,3202270
22,436,22336047
22,436,27522594
22,436,20859299
22,436,25687833
22,437,3265876
22,437,9542989
22,437,3540593
22,437,5767193
22,438,21692177
22,438,37976727
22,438,52700821
22,373,62216976
22,373,11332374
22,373,68364117
22,438,26460780
22,438,30007144
22,438,1025732
22,438,28359683
22,438,32354366
22,438,14333393
22,440,816222
22,440,9622605
22,440,7372967
22,440,3046023
22,440,539490
22,446,21782695
22,446,16589484
22,446,7270556
22,446,44336697
22,446,31628143
22,446,19474098
22,446,27477508
22,446,3411015
22,446,25775166
22,446,22613319
22,446,10837465
22,446,11076035
22,446,5368372
22,446,15103183
22,446,31262441
22,446,3153348
22,446,2866341
22,446,18574006
22,447,11525039
22,447,14703946
22,447,4916590
22,449,55252440
22,449,884362
22,449,8489010
22,449,61640131
22,449,63504145
22,449,5010124
22,449,53998308
22,377,23815891
22,377,28824891
22,377,29887981
24,794,3047352
24,794,5300586
24,866,44580121
24,866,8353308
24,866,44627070
24,866,49645990
24,866,35293956
24,866,57919671
24,867,9230330
24,867,11793600
24,867,22417154
24,867,26169283
24,867,13609967
24,867,15332366
24,867,9300445
24,867,12382565
24,867,9652377
24,867,10824969
24,867,11921189
24,867,28386914
24,867,29081494
24,867,30733395
24,868,6222378
24,868,11621026
24,868,14106226
24,868,11381825
24,868,875339
24,868,9056738
24,868,11349428
24,868,12273129
24,869,11030735
24,869,22751
